invoice_id,branch,city,Customer_type,Gender,Unit_Price,Product_line,Quantity,VAT,total,Date,Time,payment_method,Cogs,Gross_margin_percentage,Gross_income,Rating,time_of_day,Day,Month,Day_type
510-95-6347,B,Mandalay,Member,Female,48.52,"Food and beverages",3,7.2780,152.8380,"2019-03-05 00:00:00",18:17:00,Ewallet,145.560,4.761904716,7.2780,4.0,Evening,Tuesday,March,Weekday
511-54-3087,B,Mandalay,Normal,Male,88.45,"Sports and travel",1,4.4225,92.8725,"2019-02-25 00:00:00",16:36:00,"Credit card",88.450,4.761904716,4.4225,9.5,Evening,Monday,February,Weekday
512-91-0811,C,Naypyitaw,Normal,Male,89.75,"Health and beauty",1,4.4875,94.2375,"2019-02-06 00:00:00",20:05:00,"Credit card",89.750,4.761904716,4.4875,6.6,Evening,Wednesday,February,Weekday
512-98-1403,A,Yangon,Member,Female,26.48,"Electronic accessories",3,3.9720,83.4120,"2019-03-21 00:00:00",10:40:00,Ewallet,79.440,4.761904716,3.9720,4.7,Morning,Thursday,March,Weekday
514-37-2845,B,Mandalay,Normal,Male,99.25,"Fashion accessories",2,9.9250,208.4250,"2019-03-20 00:00:00",13:02:00,Cash,198.500,4.761904716,9.9250,9.0,Afternoon,Wednesday,March,Weekday
516-77-6464,C,Naypyitaw,Member,Female,10.16,"Health and beauty",5,2.5400,53.3400,"2019-02-24 00:00:00",13:08:00,Ewallet,50.800,4.761904716,2.5400,4.1,Afternoon,Sunday,February,Weekend
518-17-2983,A,Yangon,Normal,Female,48.63,"Fashion accessories",4,9.7260,204.2460,"2019-02-04 00:00:00",15:44:00,Ewallet,194.520,4.761904716,9.7260,7.6,Afternoon,Monday,February,Weekday
518-71-6847,B,Mandalay,Member,Male,26.60,"Food and beverages",6,7.9800,167.5800,"2019-02-26 00:00:00",15:10:00,Ewallet,159.600,4.761904716,7.9800,4.9,Afternoon,Tuesday,February,Weekday
521-18-7827,C,Naypyitaw,Member,Male,39.39,"Home and lifestyle",5,9.8475,206.7975,"2019-01-22 00:00:00",20:46:00,"Credit card",196.950,4.761904716,9.8475,8.7,Evening,Tuesday,January,Weekday
522-57-8364,A,Yangon,Member,Male,51.34,"Fashion accessories",8,20.5360,431.2560,"2019-01-31 00:00:00",10:00:00,Ewallet,410.720,4.761904716,20.5360,7.6,Morning,Thursday,January,Weekday
523-38-0215,C,Naypyitaw,Normal,Male,37.00,"Home and lifestyle",1,1.8500,38.8500,"2019-03-06 00:00:00",13:29:00,"Credit card",37.000,4.761904716,1.8500,7.9,Afternoon,Wednesday,March,Weekday
525-09-8450,B,Mandalay,Normal,Male,72.13,"Electronic accessories",10,36.0650,757.3650,"2019-01-31 00:00:00",15:12:00,"Credit card",721.300,4.761904716,36.0650,4.2,Afternoon,Thursday,January,Weekday
525-88-7307,B,Mandalay,Member,Male,75.82,"Sports and travel",1,3.7910,79.6110,"2019-01-31 00:00:00",13:19:00,Cash,75.820,4.761904716,3.7910,5.8,Afternoon,Thursday,January,Weekday
526-86-8552,C,Naypyitaw,Member,Female,21.82,"Home and lifestyle",10,10.9100,229.1100,"2019-01-07 00:00:00",17:36:00,Cash,218.200,4.761904716,10.9100,7.1,Evening,Monday,January,Weekday
527-09-6272,A,Yangon,Member,Female,28.45,"Electronic accessories",5,7.1125,149.3625,"2019-03-21 00:00:00",10:17:00,"Credit card",142.250,4.761904716,7.1125,9.1,Morning,Thursday,March,Weekday
528-14-9470,A,Yangon,Member,Male,91.30,"Health and beauty",1,4.5650,95.8650,"2019-02-14 00:00:00",14:42:00,Ewallet,91.300,4.761904716,4.5650,9.2,Afternoon,Thursday,February,Weekday
528-87-5606,B,Mandalay,Member,Female,39.48,"Electronic accessories",1,1.9740,41.4540,"2019-02-12 00:00:00",19:43:00,Cash,39.480,4.761904716,1.9740,6.5,Evening,Tuesday,February,Weekday
529-56-3974,B,Mandalay,Member,Male,25.51,"Electronic accessories",4,5.1020,107.1420,"2019-03-09 00:00:00",17:03:00,Cash,102.040,4.761904716,5.1020,6.8,Evening,Saturday,March,Weekend
530-90-9855,A,Yangon,Member,Male,47.59,"Home and lifestyle",8,19.0360,399.7560,"2019-01-01 00:00:00",14:47:00,Cash,380.720,4.761904716,19.0360,5.7,Afternoon,Tuesday,January,Weekday
531-56-4728,A,Yangon,Normal,Male,80.08,"Home and lifestyle",3,12.0120,252.2520,"2019-02-11 00:00:00",15:29:00,Cash,240.240,4.761904716,12.0120,5.4,Afternoon,Monday,February,Weekday
531-80-1784,A,Yangon,Normal,Male,26.02,"Electronic accessories",7,9.1070,191.2470,"2019-03-28 00:00:00",17:38:00,Cash,182.140,4.761904716,9.1070,5.1,Evening,Thursday,March,Weekday
532-59-7201,B,Mandalay,Member,Male,79.93,"Sports and travel",6,23.9790,503.5590,"2019-01-31 00:00:00",14:04:00,Cash,479.580,4.761904716,23.9790,5.5,Afternoon,Thursday,January,Weekday
533-33-5337,B,Mandalay,Normal,Male,79.39,"Electronic accessories",10,39.6950,833.5950,"2019-02-07 00:00:00",20:24:00,Cash,793.900,4.761904716,39.6950,6.2,Evening,Thursday,February,Weekday
533-66-5566,B,Mandalay,Normal,Female,51.07,"Home and lifestyle",7,17.8745,375.3645,"2019-01-12 00:00:00",11:42:00,Cash,357.490,4.761904716,17.8745,7.0,Morning,Saturday,January,Weekend
534-01-4457,A,Yangon,Normal,Male,81.71,"Food and beverages",6,24.5130,514.7730,"2019-01-27 00:00:00",14:36:00,"Credit card",490.260,4.761904716,24.5130,8.0,Afternoon,Sunday,January,Weekend
534-53-3526,A,Yangon,Normal,Female,94.76,"Sports and travel",4,18.9520,397.9920,"2019-02-11 00:00:00",16:06:00,Ewallet,379.040,4.761904716,18.9520,7.8,Evening,Monday,February,Weekday
537-72-0426,C,Naypyitaw,Member,Male,70.99,"Fashion accessories",10,35.4950,745.3950,"2019-03-20 00:00:00",16:28:00,Cash,709.900,4.761904716,35.4950,5.7,Evening,Wednesday,March,Weekday
538-22-0304,C,Naypyitaw,Normal,Male,64.95,"Electronic accessories",10,32.4750,681.9750,"2019-03-24 00:00:00",18:27:00,Cash,649.500,4.761904716,32.4750,5.2,Evening,Sunday,March,Weekend
539-21-7227,B,Mandalay,Normal,Female,51.54,"Sports and travel",5,12.8850,270.5850,"2019-01-26 00:00:00",17:45:00,Cash,257.700,4.761904716,12.8850,4.2,Evening,Saturday,January,Weekend
540-11-4336,A,Yangon,Normal,Male,24.94,"Food and beverages",9,11.2230,235.6830,"2019-01-11 00:00:00",16:49:00,"Credit card",224.460,4.761904716,11.2230,5.6,Evening,Friday,January,Weekday
541-08-3113,C,Naypyitaw,Normal,Male,65.97,"Food and beverages",8,26.3880,554.1480,"2019-02-02 00:00:00",20:29:00,Cash,527.760,4.761904716,26.3880,8.4,Evening,Saturday,February,Weekend
541-48-8554,A,Yangon,Normal,Male,60.95,"Sports and travel",9,27.4275,575.9775,"2019-01-07 00:00:00",12:08:00,"Credit card",548.550,4.761904716,27.4275,6.0,Afternoon,Monday,January,Weekday
541-89-9860,C,Naypyitaw,Member,Female,80.48,"Fashion accessories",3,12.0720,253.5120,"2019-02-15 00:00:00",12:31:00,Cash,241.440,4.761904716,12.0720,8.1,Afternoon,Friday,February,Weekday
542-41-0513,B,Mandalay,Member,Female,57.49,"Electronic accessories",4,11.4980,241.4580,"2019-03-15 00:00:00",11:57:00,Cash,229.960,4.761904716,11.4980,6.6,Morning,Friday,March,Weekday
544-32-5024,C,Naypyitaw,Member,Female,49.79,"Food and beverages",4,9.9580,209.1180,"2019-03-28 00:00:00",19:16:00,"Credit card",199.160,4.761904716,9.9580,6.4,Evening,Thursday,March,Weekday
544-55-9589,B,Mandalay,Member,Female,21.43,"Electronic accessories",10,10.7150,225.0150,"2019-01-28 00:00:00",11:51:00,Cash,214.300,4.761904716,10.7150,6.2,Morning,Monday,January,Weekday
545-07-8534,C,Naypyitaw,Normal,Female,58.32,"Health and beauty",2,5.8320,122.4720,"2019-02-14 00:00:00",12:42:00,Ewallet,116.640,4.761904716,5.8320,6.0,Afternoon,Thursday,February,Weekday
545-46-3100,B,Mandalay,Member,Female,10.59,"Electronic accessories",3,1.5885,33.3585,"2019-03-12 00:00:00",13:52:00,"Credit card",31.770,4.761904716,1.5885,8.7,Afternoon,Tuesday,March,Weekday
546-80-2899,A,Yangon,Member,Male,37.69,"Home and lifestyle",2,3.7690,79.1490,"2019-02-20 00:00:00",15:29:00,Ewallet,75.380,4.761904716,3.7690,9.5,Afternoon,Wednesday,February,Weekday
548-46-9322,B,Mandalay,Normal,Male,39.90,"Food and beverages",10,19.9500,418.9500,"2019-02-20 00:00:00",15:24:00,"Credit card",399.000,4.761904716,19.9500,5.9,Afternoon,Wednesday,February,Weekday
548-48-3156,A,Yangon,Member,Female,83.34,"Food and beverages",2,8.3340,175.0140,"2019-03-19 00:00:00",13:37:00,Cash,166.680,4.761904716,8.3340,7.6,Afternoon,Tuesday,March,Weekday
549-03-9315,B,Mandalay,Normal,Male,94.87,"Fashion accessories",8,37.9480,796.9080,"2019-02-12 00:00:00",12:58:00,Ewallet,758.960,4.761904716,37.9480,8.7,Afternoon,Tuesday,February,Weekday
549-23-9016,C,Naypyitaw,Member,Female,14.87,"Food and beverages",2,1.4870,31.2270,"2019-02-13 00:00:00",18:15:00,"Credit card",29.740,4.761904716,1.4870,8.9,Evening,Wednesday,February,Weekday
549-59-1358,A,Yangon,Member,Male,88.63,"Sports and travel",3,13.2945,279.1845,"2019-03-02 00:00:00",17:36:00,Ewallet,265.890,4.761904716,13.2945,6.0,Evening,Saturday,March,Weekend
549-84-7482,B,Mandalay,Normal,Female,90.28,"Sports and travel",9,40.6260,853.1460,"2019-02-08 00:00:00",11:15:00,Ewallet,812.520,4.761904716,40.6260,7.2,Morning,Friday,February,Weekday
549-96-4200,C,Naypyitaw,Member,Male,17.04,"Food and beverages",4,3.4080,71.5680,"2019-03-08 00:00:00",20:15:00,Ewallet,68.160,4.761904716,3.4080,7.0,Evening,Friday,March,Weekday
550-84-8664,A,Yangon,Normal,Male,85.91,"Sports and travel",5,21.4775,451.0275,"2019-03-22 00:00:00",14:33:00,"Credit card",429.550,4.761904716,21.4775,8.6,Afternoon,Friday,March,Weekday
551-21-3069,C,Naypyitaw,Normal,Female,23.07,"Electronic accessories",9,10.3815,218.0115,"2019-02-01 00:00:00",11:27:00,Cash,207.630,4.761904716,10.3815,4.9,Morning,Friday,February,Weekday
552-44-5977,B,Mandalay,Member,Male,62.00,"Health and beauty",8,24.8000,520.8000,"2019-01-03 00:00:00",19:08:00,"Credit card",496.000,4.761904716,24.8000,6.2,Evening,Thursday,January,Weekday
554-42-2417,C,Naypyitaw,Normal,Female,95.44,"Sports and travel",10,47.7200,1002.1200,"2019-01-09 00:00:00",13:45:00,Cash,954.400,4.761904716,47.7200,5.2,Afternoon,Wednesday,January,Weekday
554-53-3790,B,Mandalay,Normal,Male,37.02,"Sports and travel",6,11.1060,233.2260,"2019-03-22 00:00:00",18:33:00,Cash,222.120,4.761904716,11.1060,4.5,Evening,Friday,March,Weekday
554-53-8700,C,Naypyitaw,Member,Male,56.11,"Home and lifestyle",2,5.6110,117.8310,"2019-02-02 00:00:00",10:11:00,Cash,112.220,4.761904716,5.6110,6.3,Morning,Saturday,February,Weekend
556-41-6224,C,Naypyitaw,Normal,Male,33.64,"Health and beauty",8,13.4560,282.5760,"2019-02-15 00:00:00",17:10:00,"Credit card",269.120,4.761904716,13.4560,9.3,Evening,Friday,February,Weekday
556-72-8512,C,Naypyitaw,Normal,Male,22.96,"Home and lifestyle",1,1.1480,24.1080,"2019-01-30 00:00:00",20:47:00,Cash,22.960,4.761904716,1.1480,4.3,Evening,Wednesday,January,Weekday
556-86-3144,C,Naypyitaw,Member,Female,74.29,"Fashion accessories",1,3.7145,78.0045,"2019-01-13 00:00:00",19:30:00,Cash,74.290,4.761904716,3.7145,5.0,Evening,Sunday,January,Weekend
556-97-7101,C,Naypyitaw,Normal,Female,63.22,"Electronic accessories",2,6.3220,132.7620,"2019-01-01 00:00:00",15:51:00,Cash,126.440,4.761904716,6.3220,8.5,Afternoon,Tuesday,January,Weekday
558-60-5016,A,Yangon,Normal,Female,33.30,"Home and lifestyle",9,14.9850,314.6850,"2019-03-04 00:00:00",15:27:00,Ewallet,299.700,4.761904716,14.9850,7.2,Afternoon,Monday,March,Weekday
558-80-4082,C,Naypyitaw,Normal,Male,27.85,"Electronic accessories",7,9.7475,204.6975,"2019-03-14 00:00:00",17:20:00,Ewallet,194.950,4.761904716,9.7475,6.0,Evening,Thursday,March,Weekday
559-61-5987,B,Mandalay,Normal,Female,17.75,"Health and beauty",1,0.8875,18.6375,"2019-01-14 00:00:00",10:38:00,Cash,17.750,4.761904716,0.8875,8.6,Morning,Monday,January,Weekday
559-98-9873,A,Yangon,Member,Female,53.65,"Fashion accessories",7,18.7775,394.3275,"2019-02-10 00:00:00",12:56:00,Ewallet,375.550,4.761904716,18.7775,5.2,Afternoon,Sunday,February,Weekend
560-30-5617,B,Mandalay,Normal,Female,24.77,"Sports and travel",5,6.1925,130.0425,"2019-03-24 00:00:00",18:27:00,Cash,123.850,4.761904716,6.1925,8.5,Evening,Sunday,March,Weekend
560-49-6611,A,Yangon,Member,Female,45.58,"Sports and travel",1,2.2790,47.8590,"2019-02-07 00:00:00",14:13:00,Cash,45.580,4.761904716,2.2790,9.8,Afternoon,Thursday,February,Weekday
562-12-5430,A,Yangon,Member,Female,88.15,"Fashion accessories",3,13.2225,277.6725,"2019-01-18 00:00:00",10:11:00,Ewallet,264.450,4.761904716,13.2225,7.9,Morning,Friday,January,Weekday
563-36-9814,A,Yangon,Member,Male,76.82,"Electronic accessories",1,3.8410,80.6610,"2019-02-13 00:00:00",18:27:00,Ewallet,76.820,4.761904716,3.8410,7.2,Evening,Wednesday,February,Weekday
563-47-4072,B,Mandalay,Normal,Female,55.81,"Health and beauty",6,16.7430,351.6030,"2019-01-22 00:00:00",11:52:00,Cash,334.860,4.761904716,16.7430,9.9,Morning,Tuesday,January,Weekday
563-91-7120,A,Yangon,Normal,Female,61.77,"Fashion accessories",5,15.4425,324.2925,"2019-03-08 00:00:00",13:21:00,Cash,308.850,4.761904716,15.4425,6.7,Afternoon,Friday,March,Weekday
565-17-3836,A,Yangon,Member,Female,47.67,"Health and beauty",4,9.5340,200.2140,"2019-03-12 00:00:00",14:21:00,Cash,190.680,4.761904716,9.5340,9.1,Afternoon,Tuesday,March,Weekday
565-67-6697,B,Mandalay,Member,Male,27.00,"Home and lifestyle",9,12.1500,255.1500,"2019-03-02 00:00:00",14:16:00,Cash,243.000,4.761904716,12.1500,4.8,Afternoon,Saturday,March,Weekend
565-80-5980,C,Naypyitaw,Member,Female,47.38,"Home and lifestyle",4,9.4760,198.9960,"2019-01-23 00:00:00",10:25:00,Cash,189.520,4.761904716,9.4760,7.1,Morning,Wednesday,January,Weekday
565-91-4567,B,Mandalay,Normal,Male,10.75,"Health and beauty",8,4.3000,90.3000,"2019-03-15 00:00:00",14:38:00,Ewallet,86.000,4.761904716,4.3000,6.2,Afternoon,Friday,March,Weekday
566-19-5475,B,Mandalay,Normal,Male,47.97,"Fashion accessories",7,16.7895,352.5795,"2019-01-07 00:00:00",20:52:00,Cash,335.790,4.761904716,16.7895,6.2,Evening,Monday,January,Weekday
566-71-1091,A,Yangon,Normal,Male,77.02,"Fashion accessories",5,19.2550,404.3550,"2019-02-03 00:00:00",15:59:00,Cash,385.100,4.761904716,19.2550,5.5,Afternoon,Sunday,February,Weekend
568-88-3448,A,Yangon,Normal,Male,25.00,"Health and beauty",1,1.2500,26.2500,"2019-03-03 00:00:00",15:09:00,Ewallet,25.000,4.761904716,1.2500,5.5,Afternoon,Sunday,March,Weekend
568-90-5112,C,Naypyitaw,Normal,Male,66.14,"Health and beauty",4,13.2280,277.7880,"2019-03-19 00:00:00",12:46:00,"Credit card",264.560,4.761904716,13.2280,5.6,Afternoon,Tuesday,March,Weekday
569-71-4390,B,Mandalay,Normal,Male,21.87,"Sports and travel",2,2.1870,45.9270,"2019-01-25 00:00:00",14:29:00,Ewallet,43.740,4.761904716,2.1870,6.9,Afternoon,Friday,January,Weekday
569-76-2760,A,Yangon,Member,Female,22.01,"Sports and travel",4,4.4020,92.4420,"2019-01-29 00:00:00",18:15:00,"Credit card",88.040,4.761904716,4.4020,6.6,Evening,Tuesday,January,Weekday
571-94-0759,B,Mandalay,Member,Female,74.60,"Food and beverages",10,37.3000,783.3000,"2019-01-08 00:00:00",20:55:00,Cash,746.000,4.761904716,37.3000,9.5,Evening,Tuesday,January,Weekday
573-10-3877,B,Mandalay,Member,Male,39.01,"Health and beauty",1,1.9505,40.9605,"2019-03-12 00:00:00",16:46:00,"Credit card",39.010,4.761904716,1.9505,4.7,Evening,Tuesday,March,Weekday
573-58-9734,B,Mandalay,Normal,Female,30.37,"Fashion accessories",3,4.5555,95.6655,"2019-03-28 00:00:00",13:41:00,Ewallet,91.110,4.761904716,4.5555,5.1,Afternoon,Thursday,March,Weekday
573-98-8548,C,Naypyitaw,Member,Female,31.90,"Fashion accessories",1,1.5950,33.4950,"2019-01-05 00:00:00",12:40:00,Ewallet,31.900,4.761904716,1.5950,9.1,Afternoon,Saturday,January,Weekend
574-22-5561,C,Naypyitaw,Member,Female,82.63,"Fashion accessories",10,41.3150,867.6150,"2019-03-19 00:00:00",17:08:00,Ewallet,826.300,4.761904716,41.3150,7.9,Evening,Tuesday,March,Weekday
574-31-8277,B,Mandalay,Member,Male,33.63,"Fashion accessories",1,1.6815,35.3115,"2019-03-20 00:00:00",19:55:00,Cash,33.630,4.761904716,1.6815,5.6,Evening,Wednesday,March,Weekday
574-57-9721,C,Naypyitaw,Normal,Male,43.27,"Food and beverages",2,4.3270,90.8670,"2019-03-08 00:00:00",16:53:00,Ewallet,86.540,4.761904716,4.3270,5.7,Evening,Friday,March,Weekday
574-80-1489,B,Mandalay,Member,Female,62.85,"Food and beverages",4,12.5700,263.9700,"2019-02-25 00:00:00",13:22:00,Ewallet,251.400,4.761904716,12.5700,8.7,Afternoon,Monday,February,Weekday
575-30-8091,A,Yangon,Normal,Male,72.50,"Sports and travel",8,29.0000,609.0000,"2019-03-16 00:00:00",19:25:00,Ewallet,580.000,4.761904716,29.0000,9.2,Evening,Saturday,March,Weekend
575-67-1508,A,Yangon,Normal,Male,38.60,"Electronic accessories",1,1.9300,40.5300,"2019-01-29 00:00:00",11:26:00,Ewallet,38.600,4.761904716,1.9300,6.7,Morning,Tuesday,January,Weekday
576-31-4774,B,Mandalay,Normal,Female,73.41,"Health and beauty",3,11.0115,231.2415,"2019-03-02 00:00:00",13:10:00,Ewallet,220.230,4.761904716,11.0115,4.0,Afternoon,Saturday,March,Weekend
577-34-7579,C,Naypyitaw,Member,Male,50.49,"Food and beverages",9,22.7205,477.1305,"2019-01-10 00:00:00",17:16:00,Cash,454.410,4.761904716,22.7205,5.4,Evening,Thursday,January,Weekday
578-80-7669,B,Mandalay,Normal,Male,74.97,"Sports and travel",1,3.7485,78.7185,"2019-03-16 00:00:00",16:58:00,Cash,74.970,4.761904716,3.7485,5.6,Evening,Saturday,March,Weekend
582-52-8065,B,Mandalay,Normal,Female,54.31,"Fashion accessories",9,24.4395,513.2295,"2019-02-22 00:00:00",10:49:00,Cash,488.790,4.761904716,24.4395,8.9,Morning,Friday,February,Weekday
583-41-4548,C,Naypyitaw,Normal,Male,16.67,"Home and lifestyle",7,5.8345,122.5245,"2019-02-07 00:00:00",11:36:00,Ewallet,116.690,4.761904716,5.8345,7.4,Morning,Thursday,February,Weekday
583-72-1480,C,Naypyitaw,Member,Male,37.06,"Electronic accessories",4,7.4120,155.6520,"2019-01-31 00:00:00",16:24:00,Ewallet,148.240,4.761904716,7.4120,9.7,Evening,Thursday,January,Weekday
584-66-4073,C,Naypyitaw,Normal,Male,56.50,"Fashion accessories",1,2.8250,59.3250,"2019-03-13 00:00:00",15:45:00,Ewallet,56.500,4.761904716,2.8250,9.6,Afternoon,Wednesday,March,Weekday
584-86-7256,C,Naypyitaw,Member,Male,34.56,"Sports and travel",7,12.0960,254.0160,"2019-03-11 00:00:00",16:07:00,"Credit card",241.920,4.761904716,12.0960,7.3,Evening,Monday,March,Weekday
585-03-5943,B,Mandalay,Normal,Male,18.11,"Health and beauty",10,9.0550,190.1550,"2019-03-13 00:00:00",11:46:00,Ewallet,181.100,4.761904716,9.0550,5.9,Morning,Wednesday,March,Weekday
585-11-6748,B,Mandalay,Member,Male,96.80,"Sports and travel",3,14.5200,304.9200,"2019-03-15 00:00:00",13:05:00,Cash,290.400,4.761904716,14.5200,5.3,Afternoon,Friday,March,Weekday
585-86-8361,A,Yangon,Normal,Female,27.28,"Food and beverages",5,6.8200,143.2200,"2019-02-03 00:00:00",10:31:00,"Credit card",136.400,4.761904716,6.8200,8.6,Morning,Sunday,February,Weekend
585-90-0249,A,Yangon,Member,Male,73.26,"Electronic accessories",1,3.6630,76.9230,"2019-01-27 00:00:00",18:08:00,Ewallet,73.260,4.761904716,3.6630,9.7,Evening,Sunday,January,Weekend
586-25-0848,A,Yangon,Normal,Female,12.34,"Sports and travel",7,4.3190,90.6990,"2019-03-04 00:00:00",11:19:00,"Credit card",86.380,4.761904716,4.3190,6.7,Morning,Monday,March,Weekday
587-03-7455,C,Naypyitaw,Member,Female,97.79,"Fashion accessories",7,34.2265,718.7565,"2019-02-16 00:00:00",17:30:00,Ewallet,684.530,4.761904716,34.2265,4.9,Evening,Saturday,February,Weekend
587-73-4862,A,Yangon,Member,Female,10.69,"Health and beauty",5,2.6725,56.1225,"2019-03-26 00:00:00",11:07:00,Ewallet,53.450,4.761904716,2.6725,7.6,Morning,Tuesday,March,Weekday
588-01-7461,C,Naypyitaw,Normal,Female,33.98,"Food and beverages",9,15.2910,321.1110,"2019-03-24 00:00:00",10:43:00,Cash,305.820,4.761904716,15.2910,4.2,Morning,Sunday,March,Weekend
588-47-8641,A,Yangon,Member,Male,56.04,"Fashion accessories",10,28.0200,588.4200,"2019-01-14 00:00:00",19:30:00,Ewallet,560.400,4.761904716,28.0200,4.4,Evening,Monday,January,Weekday
589-02-8023,A,Yangon,Member,Male,83.77,"Food and beverages",2,8.3770,175.9170,"2019-01-15 00:00:00",10:54:00,"Credit card",167.540,4.761904716,8.3770,7.0,Morning,Tuesday,January,Weekday
590-83-4591,B,Mandalay,Member,Male,87.45,"Electronic accessories",6,26.2350,550.9350,"2019-02-17 00:00:00",14:40:00,"Credit card",524.700,4.761904716,26.2350,8.8,Afternoon,Sunday,February,Weekend
592-34-6155,C,Naypyitaw,Normal,Male,31.77,"Food and beverages",4,6.3540,133.4340,"2019-01-14 00:00:00",14:43:00,Ewallet,127.080,4.761904716,6.3540,6.2,Afternoon,Monday,January,Weekday
592-46-1692,C,Naypyitaw,Member,Female,36.77,"Food and beverages",7,12.8695,270.2595,"2019-01-11 00:00:00",20:10:00,Cash,257.390,4.761904716,12.8695,7.4,Evening,Friday,January,Weekday
593-08-5916,A,Yangon,Normal,Female,15.50,"Fashion accessories",1,0.7750,16.2750,"2019-03-19 00:00:00",15:23:00,"Credit card",15.500,4.761904716,0.7750,7.4,Afternoon,Tuesday,March,Weekday
593-14-4239,B,Mandalay,Normal,Female,95.46,"Home and lifestyle",8,38.1840,801.8640,"2019-03-05 00:00:00",19:40:00,Ewallet,763.680,4.761904716,38.1840,4.7,Evening,Tuesday,March,Weekday
593-65-1552,C,Naypyitaw,Normal,Female,69.81,"Home and lifestyle",4,13.9620,293.2020,"2019-01-28 00:00:00",20:50:00,"Credit card",279.240,4.761904716,13.9620,5.9,Evening,Monday,January,Weekday
593-95-4461,C,Naypyitaw,Member,Male,74.86,"Home and lifestyle",1,3.7430,78.6030,"2019-03-24 00:00:00",14:49:00,Cash,74.860,4.761904716,3.7430,6.9,Afternoon,Sunday,March,Weekend
594-34-4444,A,Yangon,Normal,Male,97.16,"Electronic accessories",1,4.8580,102.0180,"2019-03-08 00:00:00",20:38:00,Ewallet,97.160,4.761904716,4.8580,7.2,Evening,Friday,March,Weekday
595-11-5460,A,Yangon,Normal,Male,96.58,"Health and beauty",2,9.6580,202.8180,"2019-03-15 00:00:00",10:12:00,"Credit card",193.160,4.761904716,9.6580,5.1,Morning,Friday,March,Weekday
595-27-4851,A,Yangon,Normal,Female,54.28,"Fashion accessories",7,18.9980,398.9580,"2019-01-27 00:00:00",18:05:00,Ewallet,379.960,4.761904716,18.9980,9.3,Evening,Sunday,January,Weekend
595-86-2894,C,Naypyitaw,Member,Male,96.98,"Fashion accessories",4,19.3960,407.3160,"2019-02-06 00:00:00",17:20:00,Ewallet,387.920,4.761904716,19.3960,9.4,Evening,Wednesday,February,Weekday
595-94-9924,A,Yangon,Member,Female,27.73,"Health and beauty",5,6.9325,145.5825,"2019-03-26 00:00:00",20:21:00,"Credit card",138.650,4.761904716,6.9325,4.2,Evening,Tuesday,March,Weekday
596-42-3999,B,Mandalay,Normal,Male,18.22,"Food and beverages",7,6.3770,133.9170,"2019-03-10 00:00:00",14:04:00,"Credit card",127.540,4.761904716,6.3770,6.6,Afternoon,Sunday,March,Weekend
597-78-7908,C,Naypyitaw,Normal,Male,90.22,"Fashion accessories",3,13.5330,284.1930,"2019-02-18 00:00:00",19:39:00,Cash,270.660,4.761904716,13.5330,6.2,Evening,Monday,February,Weekday
598-06-7312,B,Mandalay,Member,Male,91.35,"Fashion accessories",1,4.5675,95.9175,"2019-02-16 00:00:00",15:42:00,Cash,91.350,4.761904716,4.5675,6.8,Afternoon,Saturday,February,Weekend
598-47-9715,C,Naypyitaw,Normal,Male,84.07,"Electronic accessories",4,16.8140,353.0940,"2019-03-07 00:00:00",16:54:00,Ewallet,336.280,4.761904716,16.8140,4.4,Evening,Thursday,March,Weekday
600-38-9738,C,Naypyitaw,Member,Male,71.92,"Sports and travel",5,17.9800,377.5800,"2019-01-17 00:00:00",15:05:00,"Credit card",359.600,4.761904716,17.9800,4.3,Afternoon,Thursday,January,Weekday
602-16-6955,B,Mandalay,Normal,Female,76.60,"Sports and travel",10,38.3000,804.3000,"2019-01-24 00:00:00",18:10:00,Ewallet,766.000,4.761904716,38.3000,6.0,Evening,Thursday,January,Weekday
602-80-9671,C,Naypyitaw,Member,Female,15.95,"Home and lifestyle",6,4.7850,100.4850,"2019-02-09 00:00:00",17:15:00,"Credit card",95.700,4.761904716,4.7850,5.1,Evening,Saturday,February,Weekend
603-07-0961,C,Naypyitaw,Member,Male,74.79,"Electronic accessories",5,18.6975,392.6475,"2019-01-10 00:00:00",11:34:00,Cash,373.950,4.761904716,18.6975,4.9,Morning,Thursday,January,Weekday
604-70-6476,A,Yangon,Member,Male,17.94,"Fashion accessories",5,4.4850,94.1850,"2019-01-23 00:00:00",14:04:00,Ewallet,89.700,4.761904716,4.4850,6.8,Afternoon,Wednesday,January,Weekday
605-03-2706,A,Yangon,Normal,Female,15.80,"Health and beauty",3,2.3700,49.7700,"2019-03-25 00:00:00",18:02:00,Cash,47.400,4.761904716,2.3700,9.5,Evening,Monday,March,Weekday
605-72-4132,C,Naypyitaw,Normal,Female,94.47,"Food and beverages",8,37.7880,793.5480,"2019-02-27 00:00:00",15:12:00,Cash,755.760,4.761904716,37.7880,9.1,Afternoon,Wednesday,February,Weekday
605-83-1050,B,Mandalay,Normal,Male,27.18,"Fashion accessories",2,2.7180,57.0780,"2019-03-15 00:00:00",16:26:00,Ewallet,54.360,4.761904716,2.7180,4.3,Evening,Friday,March,Weekday
606-80-4905,C,Naypyitaw,Member,Female,19.15,"Sports and travel",6,5.7450,120.6450,"2019-01-29 00:00:00",10:01:00,"Credit card",114.900,4.761904716,5.7450,6.8,Morning,Tuesday,January,Weekday
